MSW05_Order	MSW05_Family	MSW05_Binomial	AdultBodyMass_g	AdultHeadBodyLen_mm	AgeatFirstBirth_d	BasalMetRate_mLO2hr	BasalMetRateMass_g	DietBreadth	GestationLen_d	HabitatBreadth	HomeRange_km2	InterbirthInterval_d	LitterSize	LittersPerYear	MaxLongevity_m	NeonateBodyMass_g	NeonateHeadBodyLen_mm	PopulationDensity_n_km2	PopulationGrpSize	SexualMaturityAge_d	SocialGrpSize	Terrestriality	TrophicLevel	WeaningAge_d	WeaningBodyMass_g	WeaningHeadBodyLen_mm	GR_Area_km2	GR_MaxLat_dd	GR_MinLat_dd	GR_MidRangeLat_dd	GR_MaxLong_dd	GR_MinLong_dd	GR_MidRangeLong_dd	HuPopDen_Min_n_km2	HuPopDen_Mean_n_km2	HuPopDen_Change	Precip_Mean_mm	Temp_Mean_01degC	AET_Mean_mm	PET_Mean_mm
Afrosoricida	Tenrecidae	Microgale_brevicaudata	8.99	NA	NA	NA	NA	1	NA	2	NA	NA	4.5	NA	NA	NA	NA	NA	1	NA	NA	1	3	NA	NA	NA	137477.3	-12.3	-24.44	-18.37	50.46	43.84	47.15	2	25.2	0.17	132.3	222.08	1127.12	1590.76
Afrosoricida	Tenrecidae	Microgale_cowani	12.27	59.99	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	94309.7	-13.75	-22.99	-18.37	50.47	46.79	48.63	8	47.53	0.18	175.91	195.89	1332.61	1577.34
Afrosoricida	Tenrecidae	Microgale_dobsoni	36.66	NA	NA	41.92	44.6	1	61.64	1	NA	NA	2.66	NA	67.2	3.89	NA	NA	1	680.59	NA	1	3	27.87	NA	NA	100500.66	-14.01	-23.12	-18.56	50.48	46.69	48.58	8	46.83	0.18	178.65	195.92	1337.07	1580.28
Afrosoricida	Tenrecidae	Microgale_drouhardi	10.5	73.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89926.07	-12.27	-23.07	-17.67	50.48	46.63	48.56	8	34.21	0.18	175.85	201.02	1353.87	1604.95
Afrosoricida	Tenrecidae	Microgale_dryas	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87.5	-16.47	-16.56	-16.52	49.12	49.03	49.07	16	19.99	0.17	201.95	196	1473.97	1562.51
Afrosoricida	Tenrecidae	Microgale_fotsifotsy	7.7	72.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	97995.01	-13.52	-25.18	-19.35	50.46	46.65	48.56	6	37.17	0.18	180.28	197.99	1354.56	1605.33
Afrosoricida	Tenrecidae	Microgale_gracilis	23.3	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	9350.81	-20.88	-22.81	-21.84	47.58	46.81	47.2	8	43.97	0.18	167.57	188.02	1326.39	1512.8
Afrosoricida	Tenrecidae	Microgale_gymnorhyncha	18.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	79719.29	-14.07	-23.01	-18.54	50.46	46.7	48.58	8	43.14	0.18	184.92	196.78	1359.06	1596.96
Afrosoricida	Tenrecidae	Microgale_longicaudata	8.08	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	3	NA	NA	NA	78758.03	-12.36	-23	-17.68	50.43	46.71	48.57	8	38.53	0.17	178.07	198.87	1358.09	1590.94
Afrosoricida	Tenrecidae	Microgale_monticola	13.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2571.38	-14.29	-14.89	-14.59	49.88	49.3	49.59	11	25.24	0.15	139.24	178.24	1375.45	1703.99
Afrosoricida	Tenrecidae	Microgale_nasoloi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2483.33	-22.36	-22.89	-22.63	44.96	44.09	44.53	5	7.49	0.2	57.75	229.25	710.78	1544.26
Afrosoricida	Tenrecidae	Microgale_parvula	3.53	56.8	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	109243.49	-12.29	-25.06	-18.67	50.45	46.53	48.49	6	37.93	0.18	170.29	200.01	1327.95	1601.02
Afrosoricida	Tenrecidae	Microgale_principula	10.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96125.86	-13.7	-25.2	-19.45	50.47	46.51	48.49	6	34.89	0.18	177.02	197.75	1355.63	1608.89
Afrosoricida	Tenrecidae	Microgale_pusilla	3.4	52	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	61204.09	-17.36	-24.3	-20.83	49.21	43.88	46.55	6	54.32	0.18	162.43	202.05	1196.18	1575.59
Afrosoricida	Tenrecidae	Microgale_soricoides	18.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56884.74	-14.07	-22.91	-18.49	50.05	46.82	48.44	8	36.8	0.18	177.21	192.33	1341.31	1575.42
Afrosoricida	Tenrecidae	Microgale_taiva	12.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14300.46	-20.54	-23.08	-21.81	47.89	46.77	47.33	8	46.64	0.17	177.7	197.09	1339.27	1498.65
Afrosoricida	Tenrecidae	Microgale_talazaci	43.07	150	425.83	43.56	44	1	60.74	2	NA	NA	2.23	NA	70	3.64	NA	NA	2	394.57	NA	2	3	29.38	NA	NA	96252.65	-12.45	-22.93	-17.69	50.39	46.74	48.57	8	42.85	0.18	169.39	200.78	1324.6	1585.95
Afrosoricida	Tenrecidae	Microgale_thomasi	22.9	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	14411.05	-20.76	-23.1	-21.93	48	46.67	47.33	8	42.83	0.17	183	195.84	1359.73	1528.12
Rodentia	Muridae	Microhydromys_musseri	NA	106.14	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	NA	312.94	-3.45	-3.63	-3.54	142.52	142.34	142.43	5	5.24	0.18	232.49	298.25	1695	1695.5
Rodentia	Muridae	Microhydromys_richardsoni	10.25	81.57	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	NA	1886.09	-3.24	-9.7	-6.47	147.61	138.72	143.17	1	9.97	0.23	263.67	206.55	1724.98	1758.75
Dasyuromorphia	Dasyuridae	Micromurexia_habbema	NA	110.07	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	27671.72	-3.93	-6.54	-5.23	145.38	137.73	141.56	3	16.49	0.14	334.09	158.86	1642.1	1643.55
Rodentia	Muridae	Micromys_minutus	6.99	59	52	21.07	7.37	NA	21	NA	NA	21	4.92	2.5	60	0.77	NA	NA	NA	37.37	NA	NA	NA	15	NA	NA	18108428.74	67.66	18.98	43.32	142.07	-5.72	68.17	0	119.93	0.02	57.71	44.32	525.92	612.57
Chiroptera	Phyllostomidae	Micronycteris_brosseti	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	474381.36	5.47	-26.89	-10.7	-47.84	-75.2	-61.52	0	19.72	0.08	157.23	232.23	1375.49	1464.13
Chiroptera	Phyllostomidae	Micronycteris_hirsuta	12.89	NA	NA	NA	NA	2	NA	1	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	4915005.84	14.24	-12.97	0.63	-55.21	-87.68	-71.45	0	17.16	0.11	173.72	251.33	1460.05	1618.03
Chiroptera	Phyllostomidae	Micronycteris_homezi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	881659.34	9.94	-1.9	4.01	-54.49	-62.92	-58.7	0	3.15	0.14	133.95	254.08	1479.13	1692.86
Chiroptera	Phyllostomidae	Micronycteris_matses	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	972.5	-5.13	-5.45	-5.29	-72.99	-73.31	-73.15	0	0.5	0	215.5	258	1525	1525
Chiroptera	Phyllostomidae	Micronycteris_megalotis	6.4	NA	NA	NA	NA	2	121.66	1	NA	NA	0.98	NA	NA	NA	NA	NA	9.5	NA	NA	2	2	NA	NA	NA	11229124.06	13.37	-24.51	-5.56	-34.79	-81.35	-58.07	0	25.86	0.11	155.74	240.54	1309.36	1551.68
Chiroptera	Phyllostomidae	Micronycteris_microtis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2664514.34	23.5	-0.32	11.59	-54.94	-105.08	-80.01	0	34.08	0.13	147.21	238.11	1356.39	1639.85
Chiroptera	Phyllostomidae	Micronycteris_minuta	6.9	NA	NA	NA	NA	2	NA	1	NA	NA	0.99	NA	NA	1.8	16.26	NA	NA	NA	NA	2	2	NA	NA	NA	12260456.67	14.37	-29.39	-7.5	-34.79	-86.27	-60.53	0	24.91	0.11	154.41	237.7	1303.31	1539.04
Chiroptera	Phyllostomidae	Micronycteris_sanborni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	621701.27	-7.75	-17.17	-12.46	-62.2	-69.28	-65.74	0	3.78	0.23	136.69	238.71	1342.91	1567.22
Chiroptera	Phyllostomidae	Micronycteris_schmidtorum	7.73	NA	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	6440621.09	15.94	-25.48	-4.76	-34.79	-89.36	-62.08	0	33.65	0.1	161.29	245.72	1359.49	1589.64
Peramelemorphia	Peramelidae	Microperoryctes_longicauda	542.07	267.33	NA	NA	NA	2	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	211571.36	-0.8	-10.12	-5.46	149.73	133	141.36	1	10.04	0.13	267.77	198.11	1688.25	1719.33
Peramelemorphia	Peramelidae	Microperoryctes_murina	NA	200	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	927.71	-1.29	-3.93	-2.61	135.89	133.84	134.87	5	5.33	0.23	199.5	141.47	1744.46	1936.83
Peramelemorphia	Peramelidae	Microperoryctes_papuensis	158	192.94	NA	NA	NA	NA	NA	2	NA	NA	1.01	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	18150.86	-7.95	-10.09	-9.02	149.7	146.75	148.23	5	11.35	0.06	173.81	196.17	1750	1750
Afrosoricida	Tenrecidae	Micropotamogale_lamottei	69.59	160	NA	NA	NA	2	NA	3	NA	NA	3.86	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA	NA	NA	57563.41	8.4	5.66	7.03	-7.09	-9.45	-8.27	4	31.46	0.07	189.05	241.32	1304.52	1470.22
Afrosoricida	Tenrecidae	Micropotamogale_ruwenzorii	109.13	160	NA	NA	NA	2	NA	3	NA	NA	1.86	NA	NA	NA	18.5	NA	NA	NA	NA	1	3	NA	NA	NA	177049.48	2.19	-4.81	-1.3	30.74	28.09	29.41	3	106.86	0.15	112.06	202.63	1364.45	1557.32
Chiroptera	Pteropodidae	Micropteropus_intermedius	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	237569.09	-4.81	-7.68	-6.24	22.57	12.37	17.47	3	25.22	0.17	129.94	237.98	1222.25	1504.8
Chiroptera	Pteropodidae	Micropteropus_pusillus	25.38	76.38	349.79	NA	NA	1	161.77	1	NA	NA	0.99	2	NA	NA	NA	NA	NA	202.08	1.5	2	1	55.18	20	NA	7997702.34	13.97	-12.82	0.57	38.73	-16.82	10.95	0	40.52	0.12	124.59	245.19	1153.38	1557.21
Rodentia	Cricetidae	Microryzomys_altissimus	13.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256430.24	5.83	-11.86	-3.01	-73.33	-79.54	-76.43	4	64.24	0.09	130.5	157.1	1176.49	1470.6
Rodentia	Cricetidae	Microryzomys_minutus	13.49	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	640228.12	11.15	-17.83	-3.34	-63.15	-80.25	-71.7	0	56.82	0.1	132.92	178.55	1245.33	1508
Rodentia	Sciuridae	Microsciurus_alfari	87.49	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	97137.79	11.09	7.22	9.16	-76.81	-84.98	-80.9	2	38.87	0.1	231.32	249.45	1465.02	1707.87
Rodentia	Sciuridae	Microsciurus_flaviventer	92	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	3	NA	NA	NA	1724978.55	0.93	-15.3	-7.18	-61.51	-78.76	-70.14	0	3.09	0.1	202.49	248.12	1456.12	1518.99
Rodentia	Sciuridae	Microsciurus_mimulus	120	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	3	NA	NA	NA	121472.54	9.41	0.27	4.84	-76.3	-82.67	-79.48	2	37.26	0.11	274.1	246.19	1544.07	1697.14
Rodentia	Sciuridae	Microsciurus_santanderensis	99.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12536.28	7.86	6.09	6.97	-72.4	-73.21	-72.81	9	64.37	0.09	106.36	136.27	1400.93	1558.14
Rodentia	Cricetidae	Microtus_abbreviatus	66.06	NA	NA	NA	NA	NA	21.27	NA	NA	22	3	NA	NA	3.37	NA	NA	NA	NA	NA	NA	NA	14.88	NA	NA	327.94	60.69	60.29	60.49	-172.21	-173.11	-172.66	0	0	NA	NA	NA	NA	NA
Rodentia	Cricetidae	Microtus_agrestis	35.87	NA	52.5	NA	NA	NA	20.72	NA	6.84E-04	20.26	4.65	3.5	39.6	2.09	NA	1948.7	NA	38.27	NA	NA	NA	13.9	8.84	NA	9734297.52	71.13	38.41	54.77	130.77	-9.49	60.64	0	49.85	5.00E-03	43.09	4.46	356.48	393.87
Rodentia	Cricetidae	Microtus_anatolicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Cricetidae	Microtus_arvalis	26.9	113.66	49	61	22	NA	21	NA	5.31E-04	25.15	4.99	6	36	1.93	NA	17600	NA	28.19	NA	NA	NA	17.18	9.18	NA	7769079.85	63.12	38.28	50.7	100.09	-7.74	46.17	0	64.92	9.80E-03	44.24	41.41	415.16	522.76
Rodentia	Cricetidae	Microtus_bavaricus	NA	98	NA	NA	NA	3	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Cricetidae	Microtus_brachycercus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rodentia	Cricetidae	Microtus_breweri	NA	126.88	NA	NA	NA	1	21	2	NA	NA	4.5	NA	NA	3.49	NA	NA	NA	NA	NA	1	1	8.45	NA	NA	1.85	41.34	41.33	41.33	-70.3	-70.33	-70.31	55	55	0.14	NA	NA	NA	NA
Rodentia	Cricetidae	Microtus_cabrerae	52.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	139707.57	42.84	36.99	39.92	-0.06	-9.4	-4.73	3	66.02	-5.77E-03	50.22	129.95	478.67	949.33
Rodentia	Cricetidae	Microtus_californicus	57.42	138.8	NA	68.2	44	NA	21.18	NA	6.67E-05	NA	4.41	5	NA	3.28	NA	13127.21	NA	23.81	NA	NA	NA	17.36	18.89	NA	307995.54	44.34	29.69	37.02	-115.04	-124.4	-119.72	0	103.74	0.08	43.86	111	343.33	1058.14
Rodentia	Cricetidae	Microtus_canicaudus	29.93	110.89	NA	77.82	30.4	NA	22.97	2	8.43E-05	NA	4.62	NA	NA	2.42	NA	NA	NA	22.67	NA	1	NA	18	11.64	NA	8888.55	45.87	44.06	44.97	-122.3	-123.51	-122.91	6	100.38	0.09	106.39	97.54	483.9	688.68
Rodentia	Cricetidae	Microtus_chrotorrhinus	38.99	107.5	NA	NA	NA	1	20	2	NA	NA	3.58	2	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1383651.2	54.43	35.39	44.91	-55.61	-93.53	-74.57	0	19.3	0.01	71.3	32.29	523.61	542.71
Rodentia	Cricetidae	Microtus_clarkei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	126895.15	28.21	23.01	25.61	104.06	98.47	101.26	4	100.45	0.08	120.22	96.93	940.43	1168.46
Rodentia	Cricetidae	Microtus_daghestanicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125293.69	44.39	39.36	41.88	47.88	42.24	45.06	11	63.48	0.01	44.25	35.97	559.26	732.05
Rodentia	Cricetidae	Microtus_dogramacii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chiroptera	Vespertilionidae	Myotis_rosseti	3.29	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	132994.33	15.61	11.7	13.66	104.53	99.82	102.18	5	149.49	0.07	141.17	262.85	1196.33	1714.53
Chiroptera	Vespertilionidae	Myotis_ruber	4.99	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1758280.25	-16.8	-29.88	-23.34	-39.69	-59.32	-49.5	0	65.5	0.07	123.94	206.06	1203.77	1328.84
Chiroptera	Vespertilionidae	Myotis_schaubi	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	241089.05	44.34	39.04	41.69	48.63	40.89	44.76	2	99.48	0.02	51.92	48.34	560.81	731.2
Chiroptera	Vespertilionidae	Myotis_scotti	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	58291.83	9.53	5.9	7.71	39.26	37.4	38.33	52	180.83	0.15	85.86	163.28	973.58	1269.25
Chiroptera	Vespertilionidae	Myotis_septentrionalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4944705.89	61.43	32.31	46.87	-55.16	-124.81	-89.98	0	38.73	0.03	64.39	51.34	569.13	627.61
Chiroptera	Vespertilionidae	Myotis_sicarius	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	131274.25	28.3	26.32	27.31	91.94	84.18	88.06	3	209.12	0.09	156.61	96.28	897.7	1182.27
Chiroptera	Vespertilionidae	Myotis_siligorensis	2.93	NA	NA	NA	NA	NA	NA	1	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1554491.46	32.93	2.66	17.79	119.26	76.47	97.87	0	233.71	0.1	149.61	182.97	1097.96	1350.39
Chiroptera	Vespertilionidae	Myotis_simus	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	5066834.22	2.94	-28.77	-12.91	-34.79	-78.39	-56.59	0	17.02	0.11	150.41	245.09	1288.89	1511.43
Chiroptera	Vespertilionidae	Myotis_sodalis	7.15	47.43	NA	NA	NA	1	NA	1	NA	NA	0.99	1	240	4.53	NA	NA	NA	356.56	NA	2	3	46.07	NA	NA	1567441.07	45.3	30.81	38.05	-69.71	-97.6	-83.66	1	75.89	0.03	86.17	125.36	800.25	876.62
Chiroptera	Vespertilionidae	Myotis_stalkeri	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	563.36	0.04	-5.95	-2.95	132.8	129.27	131.04	5	8.48	0.02	NA	NA	NA	NA
Chiroptera	Vespertilionidae	Myotis_thysanodes	8.49	52.39	NA	NA	NA	NA	53.55	1	NA	NA	0.99	1	219.6	2.53	33.5	NA	NA	NA	NA	2	NA	22.69	6.32	47	3432647.4	51.86	16.46	34.16	-93.54	-124.56	-109.05	0	36.35	0.1	38.35	122.73	451.15	1056.14
Chiroptera	Vespertilionidae	Myotis_tricolor	13.67	NA	NA	NA	NA	NA	77.43	1	NA	NA	0.99	1	NA	NA	NA	NA	NA	157.84	NA	2	NA	41.88	NA	NA	2644196.27	11.46	-34.83	-11.68	41.64	17.84	29.74	0	48.42	0.15	72.22	201.49	851.64	1403.67
Chiroptera	Vespertilionidae	Myotis_velifer	9.82	NA	NA	7.7	11.9	1	63.77	1	NA	NA	0.99	1	135.96	3.09	NA	NA	3500	420.91	NA	2	3	43	8.59	NA	1714121.75	40.31	13.9	27.11	-87.15	-113.7	-100.43	0	43.73	0.09	56.05	180.04	720.39	1255.64
Chiroptera	Vespertilionidae	Myotis_vivesi	25.63	NA	NA	35.75	25	1	NA	1	NA	NA	0.99	NA	120	2.82	34.99	NA	NA	NA	NA	2	3	NA	NA	NA	36822.86	31.36	24.05	27.7	-110.12	-115.07	-112.6	1	8.68	0.1	13.39	198.81	339.23	1035.1
Chiroptera	Vespertilionidae	Myotis_volans	8.71	NA	NA	NA	NA	NA	NA	1	NA	NA	0.99	1	51	2.01	42.54	NA	NA	243.59	NA	2	NA	NA	NA	NA	4717135.24	60.8	19.12	39.96	-97.41	-137.95	-117.68	0	25.7	0.1	40.33	81.83	405.07	857
Chiroptera	Vespertilionidae	Myotis_welwitschii	15.88	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	4449620.33	-5.38	-30.2	-17.79	40.84	12.74	26.79	1	25.56	0.18	85.48	217.45	884.38	1449.43
Chiroptera	Vespertilionidae	Myotis_yanbarensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1209.87	26.87	26.07	26.47	128.32	127.63	127.98	365	365	0.04	NA	NA	NA	NA
Chiroptera	Vespertilionidae	Myotis_yesoensis	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	78261.37	45.52	41.39	43.45	145.82	139.77	142.79	56	73.37	0.01	85.74	36.48	577.09	675.68
Chiroptera	Vespertilionidae	Myotis_yumanensis	5.15	NA	NA	8.5	5	NA	NA	1	NA	NA	0.99	1	105.96	0.79	20.02	NA	NA	NA	NA	2	NA	NA	NA	NA	3753876.77	54.97	19.42	37.19	-99.42	-130.48	-114.95	0	27.34	0.1	38.01	112.76	420.45	979.1
Rodentia	Muridae	Myotomys_sloggetti	106.25	NA	NA	NA	NA	NA	38	NA	NA	49	1.44	4	NA	11.4	NA	NA	NA	96.01	NA	NA	NA	16	27.5	NA	261474.99	-27.16	-32.56	-29.86	30.32	22.31	26.31	1	23.19	0.11	42.83	148.44	624.43	1094.83
Rodentia	Muridae	Myotomys_unisulcatus	102.5	152.84	NA	106.56	96	1	36.57	NA	NA	NA	1.42	NA	NA	12.3	NA	NA	NA	47.39	NA	NA	1	13.92	16.88	NA	356725.24	-28.75	-34.43	-31.59	27.55	16.58	22.07	0	30.65	0.09	24.74	158.41	382.74	1055.87
Dasyuromorphia	Myrmecobiidae	Myrmecobius_fasciatus	511.44	230	NA	164.8	440	1	14	2	0.24	365	3.68	NA	72	NA	NA	5.3	NA	NA	1	1	3	269.23	NA	NA	7560.06	-32.96	-34.69	-33.82	117.45	116.63	117.04	0	0.79	-0.04	58.51	144.04	456.39	1024.83
Pilosa	Myrmecophagidae	Myrmecophaga_tridactyla	29531.83	1124.72	NA	2601	30600	1	182.74	3	4	NA	1	1	312	1500	NA	1.1	1	1227.12	1	1	3	79.96	3499.99	NA	12447513.64	16.02	-31.45	-7.71	-36.24	-89.35	-62.79	0	16.89	0.11	149.93	240.94	1288.55	1515.92
Rodentia	Capromyidae	Mysateles_garridoi	NA	NA	NA	NA	NA	3	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	0.49	21.63	21.63	21.63	-81.59	-81.6	-81.59	32	32	0.06	NA	NA	NA	NA
Rodentia	Capromyidae	Mysateles_meridionalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2253.65	21.94	21.43	21.69	-82.54	-83.19	-82.87	32	32.49	0.06	95	250	NA	NA
Rodentia	Capromyidae	Mysateles_prehensilis	NA	NA	NA	NA	NA	3	NA	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	63506.47	23.19	20.88	22.03	-77.62	-84.95	-81.28	2	108.99	0.02	111.22	250.62	NA	NA
Chiroptera	Mystacinidae	Mystacina_robusta	27.41	NA	NA	NA	NA	4	NA	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chiroptera	Mystacinidae	Mystacina_tuberculata	13.14	NA	NA	NA	NA	4	NA	2	NA	NA	0.99	1	NA	3.2	NA	NA	NA	NA	NA	2	2	NA	NA	NA	47521.83	-35.16	-46.79	-40.97	178.55	167.59	173.07	0	12.52	0.04	86.52	107.13	810.44	844.71
Rodentia	Nesomyidae	Mystromys_albicaudatus	86.85	NA	146	126.79	93.78	NA	37	NA	NA	36	3	NA	72	6.5	53	NA	NA	124.72	NA	NA	NA	32	40	NA	590636.36	-25.05	-34.83	-29.94	32.57	17.6	25.08	1	59.01	0.1	50.96	158.01	701.24	1174.05
